0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
21367,13104,28268,28303,28423,28455,12913,12857,2129,28700,28727,28761,12623,12597,12509,2177,28957,28981,13122,2203,27989,27977,14109,14100,27180,13979,13968,27308,13860,27408,27486,40088,27522,27645,1905,27772,27828,40015,27841,1980,12393,12340,2247,30085,11229,39412,30146,11172,30279,30384
34473,6761,16824,16819,38223,16813,16810,6771,6774,38216,16803,16800,16795,16789,6797,16783,6803,6805,32481,6807,38200,32497,6812,32503,16738,16732,38193,16721,32520,6824,6758,6826,38226,16841,38285,38282,16966,6670,32398,6676,16941,38277,32404,16929,16927,32405,16922,16920,32420,38267
4305,39931,26939,34924,15148,17721,37974,11143,28794,7362,24220,24192,25049,6686,23026,32977,35966,30490,17851,21991,9594,14756,9520,6364,14764,30506,769,25699,11161,40769,35937,36178,40975,17672,29366,9774,40406,14636,23503,8140,2824,1039,906,29238,18704,33726,7134,18212,6960,29181
30895,32253,18137,23576,5245,34925,7927,23443,1751,29038,32412,9703,3512,13263,34500,17012,16842,16802,4297,13987,6469,21491,11016,39919,20274,8622,16205,30623,18632,13535,33445,21084,37405,18328,36217,32141,35356,17801,159,9898,34748,14468,31035,3419,13063,37074,15716,28485,23248,17638
38454,27349,6104,40229,249,5895,20111,30989,702,11814,39931,35348,3501,11792,2019,19844,30082,12279,2977,1083,2994,7467,20231,20554,29344,29238,29207,39213,13788,13663,6706,6677,21449,39470,21502,6465,13135,21977,6305,27989,19640,34413,8133,8618,14571,15148,11518,15322,36251,33763
19425,26897,26898,33139,12127,4854,33132,10332,19506,12109,8184,33072,19521,33056,12104,12103,12102,33027,4877,8183,12096,33012,26889,4883,12138,33186,26850,33288,4770,33277,33275,12166,4781,19404,33246,8207,4790,19421,8204,22956,33230,9620,22954,26871,33203,22945,26882,33176,26849,33005
36516,30914,10853,24717,15516,33878,24461,2912,40870,33937,38766,1025,2948,24133,15765,24066,24062,7417,24859,15275,33736,14663,40637,33272,14809,14820,2802,7844,34180,2821,15024,7671,40760,15145,33619,33702,15187,7722,34251,38689,6740,5731,22475,17240,41339,17305,35766,41371,22481,35808
23329,20865,7558,12340,27306,12393,39360,26963,3822,12889,26929,26644,13576,21240,39450,13979,26506,4930,26081,25989,14345,25793,25699,25600,26596,35191,34827,34809,5620,29268,10208,29231,34517,28981,10426,40088,28727,10680,10912,10965,11172,34654,11307,11421,11518,11532,2487,39609,375,34777
16741,37655,18380,5355,21599,19701,38999,39023,41206,17093,3180,578,25093,12282,29167,31802,25047,21792,29200,12370,19633,21819,21859,36582,36586,12514,5453,3899,9512,31667,21525,25506,19854,11735,5240,34837,21251,38818,7142,28676,32158,36415,40503,25680,40498,6180,1109,14928,25610,9630
19408,37704,18163,7076,1201,7445,7583,27815,30828,31869,5787,19404,6432,27632,26102,26363,10599,105,5930,38137,8610,15304,35406,11124,16570,39775,9549,23797,29884,38758,22308,3155,7140,37461,29349,29311,197,2201,27465,21113,34500,18661,11328,11978,203,24696,37589,41161,39726,27097
28650,13173,24216,40233,31643,1001,5521,38344,35616,7940,30956,39981,27893,37383,32765,16713,4339,5217,28392,32645,41743,28474,3931,41194,491,14058,20636,24084,8134,9162,37299,39255,28923,533,39528,7389,39924,40552,41585,28680,30272,8024,39030,27701,16103,26813,15488,4007,19852,9935
20058,27247,17940,9218,686,1581,9758,40626,27124,31224,16025,38389,2965,637,19960,24903,18228,5382,21282,17228,38266,16617,40346,25094,36701,5107,2077,2810,9548,24545,16177,21971,4999,35845,27945,39227,21887,39482,19183,8713,29321,28890,19025,15526,30516,1146,36228,39045,29385,26012
4,20756,34503,34502,20760,34498,20764,20765,20766,20768,20769,20770,20753,20774,20778,20779,20780,20783,20788,20789,34489,20792,34487,20796,20798,34496,20800,34504,20747,20687,20688,20690,20692,20693,34522,20698,34521,34519,34518,34517,20751,20713,20715,34514,34509,20720,20724,20730,20735,20737
23216,37945,39990,16670,8539,25970,8536,34639,8529,8561,29652,39993,8523,8522,16690,16693,8517,35626,29653,25966,29655,29646,39988,8607,8606,8604,25981,8600,39982,25980,29629,8563,29630,8584,37950,16648,25974,34640,8570,29644,8568,29632,16699,8502,37937,25909,8441,8440,29686,8437
41999,21812,21813,21816,37165,21819,37162,37161,37156,21830,21835,21808,37153,21843,21847,37152,21850,37148,21859,21863,21864,37147,37146,21838,37167,21803,21801,21729,21732,21737,21739,21741,21745,21756,21760,37182,21767,37173,21771,37172,37171,37169,21786,21787,21792,21793,21794,21795,21796,21797
27091,7467,34114,39088,15873,24621,32243,33159,19568,11363,24832,33416,1540,27318,8648,2453,24327,4315,15757,5910,38131,15500,5387,15489,15409,7448,17804,1343,2126,35029,21461,41156,16677,35055,25627,35056,37337,12945,8149,35110,26431,24766,26586,5189,16133,20937,23382,31062,37477,5987
31378,40267,10958,32482,11265,816,32585,11301,11326,4224,20652,11536,11541,866,20594,32618,32622,11204,11591,11195,24553,32754,24538,20814,773,41362,10964,4474,32989,32991,4495,24434,41336,38601,32227,883,3754,38872,38871,12439,12432,1013,38827,12373,20246,3852,20283,3881,38776,3887
0,21249,21248,21247,21246,21245,36989,21242,21241,21240,21239,36988,21238,21236,36990,21234,21233,21232,21231,21230,21229,21228,21227,21237,21226,21251,36987,36984,21280,21279,21278,21277,21276,21274,21272,21270,21268,21252,21267,36986,21263,21262,21261,21260,21259,21258,21257,21256,21255,21266
0,27246,27245,27243,27242,27240,27239,27238,27236,27234,27233,27232,27231,27230,27228,27247,27227,27225,27223,27222,27221,27220,27219,27218,27215,27214,27213,27212,27211,27209,27208,27226,27248,27249,27250,27287,27286,27285,27283,27282,27281,27279,27278,27277,27276,27274,27273,27272,27271,27270
24123,22274,10301,31962,6856,666,12541,28298,18192,32888,33435,5224,36646,11862,17663,6874,37777,177,31335,20776,19432,33461,27518,10640,41155,32765,4983,6083,26798,41792,39700,13340,10915,21930,11473,15725,1399,32815,22728,31254,11833,14029,4963,12133,27471,28870,10247,22633,40417,12989
18202,6051,20838,6655,33398,40108,26799,9387,40924,20814,26035,38663,34512,33641,38037,6714,5966,14558,18909,24634,9837,10524,17835,9256,39140,13756,40262,23942,4145,30104,35362,37197,14507,5648,9258,33582,13374,1141,28829,39319,5264,1672,30397,28870,26996,41663,14007,39280,30336,16589
7610,17999,21159,34208,7837,38,13874,12598,28111,18325,11434,34338,7502,1743,32768,5820,22421,15060,2914,2612,31568,16887,3943,23033,5812,38084,5042,10382,15614,551,15604,15758,32909,9573,13983,33340,16050,19153,20756,33527,1535,17112,19993,39843,5035,23881,926,1034,39569,17835
10312,25642,1810,9348,15167,9122,14630,35315,24844,10722,29969,27149,36303,3273,24201,40700,29812,21771,30698,41879,26035,7588,2145,41617,40711,10176,12105,41627,34423,31650,18461,41362,26147,35988,28228,29129,2139,34842,40295,19297,24444,5345,35629,13274,27869,21234,22363,16126,1727,21609
36768,15836,21404,11256,33735,787,12459,8334,37299,3852,14715,6124,11703,16135,11772,9697,40207,15757,40205,7567,30857,7505,5453,24629,13559,21965,7550,22010,33989,13577,11735,15793,36815,5436,5439,6363,4322,15843,40233,22174,9585,9588,3664,22171,3662,27810,9605,24541,24542,1109
18957,31529,15537,9448,12233,37150,37448,17048,39362,8645,7750,36542,23293,23298,23294,23300,23297,23288,23287,23286,23285,23284,23283,23280,23277,23276,23273,23289,23304,23311,23308,23351,23346,23343,23342,23341,23340,23339,23338,23336,23335,23334,23332,23330,23328,23320,23319,23314,23272,23309
30693,9034,36646,11757,19335,25672,13340,28012,22862,2736,38607,12063,10301,177,24123,2890,41038,33461,18160,7978,22274,28298,33960,21711,39090,41792,33555,36612,12193,40952,18192,8134,31335,14029,34864,41447,14378,7901,34505,30539,28870,6083,22633,19852,29135,28772,14716,9935,10799,27518
9305,9535,35616,7976,18461,12452,28856,24351,3436,12388,10722,4088,24468,19132,41617,1810,7588,40469,29129,24444,16854,24191,29812,27149,10176,25363,19173,4498,14630,4007,35214,24644,5345,2862,14009,33929,39126,19297,33852,14012,21771,38743,8122,17702,13528,4420,17372,19796,8384,36835
13783,25248,41532,13599,21256,17306,6714,29969,301,25672,2356,34072,12835,21716,29870,10312,24643,24765,37180,5552,9832,15301,17726,32438,9935,27001,3904,37278,13298,25040,9884,17540,24188,4133,25642,7088,22917,41282,31274,10144,13092,36889,36882,2970,6503,2969,10151,19712,28709,6511
34583,11871,31043,9747,18064,24681,24680,24676,24675,24674,24673,24671,24670,24669,24668,24663,24684,24659,24658,24652,24650,24644,24643,24642,24641,24640,24664,24685,0,24687,24731,24730,24729,24728,24723,24721,24719,24718,24715,24712,24686,24710,24706,24703,24702,24700,24697,24696,24695,24694
10035,36835,12389,29679,25037,27900,34915,26521,4914,13796,18274,10086,41745,13297,9610,13283,5022,34944,1717,33037,38580,14462,21404,31081,25082,13691,10352,30649,32580,5697,3943,24418,1929,20827,2726,34467,12430,16284,13528,16197,15577,39909,27141,11062,16099,20229,17702,3984,18273,33060
37179,41714,32929,33113,38933,4542,18544,10543,5084,16962,32718,12708,6274,16379,25418,14210,27937,7290,3951,33353,16701,24983,2735,39406,41085,31753,36046,39343,15535,15536,40957,6914,33715,10095,22812,36144,1222,10042,15460,25697,14063,15361,22862,39528,8776,15389,18478,4741,1218,7475
0,26642,26641,26639,26638,26637,26636,26634,26633,26630,26629,26628,26627,26626,26625,26624,26623,26621,26620,26619,26618,26617,26615,26614,26612,26611,26610,26608,26606,26605,26643,26604,26644,26646,26686,26685,26683,26681,26679,26678,26677,26675,26674,26673,26672,26671,26669,26668,26667,26666
8873,19213,32668,28329,27231,13401,20576,23070,7207,40408,1853,6646,29067,22840,12186,18154,39598,23332,33680,37220,13860,13968,35779,10332,7393,34214,16005,2226,36767,8369,24993,31103,31603,4166,26073,41802,14078,33381,18900,26697,33375,19018,32520,14109,3368,9005,12153,15644,36756,13088
19032,40108,9387,518,9815,12517,1045,32929,11376,13298,21329,1623,141,5874,8957,1551,235,16962,23425,8039,24258,23233,25642,41603,16624,21883,29342,8513,35298,37179,13058,11699,13297,7149,2087,3940,17909,3983,2328,29971,1705,17,3207,1291,31085,27639,4434,1381,22031,3064
37862,6874,5582,29365,36075,8969,27714,32140,35982,36397,14369,39280,19388,15685,24985,15703,23587,21382,33282,30335,13174,5067,11917,10125,33641,22464,16004,2179,6173,15829,7087,9298,83,34304,14862,26142,6242,39005,23050,32685,28795,1911,582,7790,41731,24035,30610,38037,3425,20594
34287,33011,8077,1222,21507,6351,22972,27457,38663,30835,548,34706,14058,41113,41438,14057,9745,7973,30069,40429,13367,23997,1023,25770,21062,4140,26386,37147,13362,1844,10503,27837,15619,38448,9700,4151,1014,2771,11668,4933,28650,15079,4913,33135,4217,20265,24047,32082,17201,41576
8407,31169,17642,26815,12329,26520,19967,32869,21938,17110,39635,25177,10407,11613,32245,8804,24612,35120,19643,21698,14941,33051,40284,24786,1318,30336,41876,24975,17357,8663,13366,41627,6458,13543,9969,5100,3198,6237,4361,19473,10281,7112,5451,31909,5864,3273,31024,12477,24154,368
37540,3406,6099,3527,3775,2444,6137,1427,350,21035,7175,1705,733,17,14469,6626,4434,3207,3285,1754,1704,7003,8960,3263,1381,235,1291,1551,8957,5874,12053,8492,1665,4982,1019,19483,5796,1936,862,494,7149,29971,1419,971,4847,2281,6664,12554,6710,2194
29381,5065,28874,32422,3904,24258,17507,17540,11376,15203,9161,27283,2274,30738,11876,34133,12344,19796,2488,36612,12430,29679,20755,20816,13283,32242,10831,10688,16146,31274,37578,11571,37180,12357,25248,31271,2336,10346,41855,30283,6198,6363,6481,6588,7353,38542,27303,27242,337,38204
32005,18276,6164,29417,35918,8106,29414,10179,26180,13327,1551,17749,14754,15985,14412,15971,27083,350,11791,19876,14464,35802,21655,40467,24351,10956,30882,31631,22766,5179,3167,39989,27673,21497,21897,23675,28306,38072,8860,28823,32674,35974,28290,13338,21968,28894,18488,23484,4234,4237
4814,41194,20636,41089,3882,34507,9413,33337,30726,31815,3921,12789,1763,10312,31698,15753,36936,26169,793,32438,39586,16701,25349,10982,10301,22917,29345,16509,23035,34215,14335,28057,24024,29631,41691,31959,29702,13881,18823,8276,11332,35193,6274,29428,16624,26746,9758,32919,7472,29974
25642,141,13298,30327,16624,2431,3269,36343,34072,11376,9884,35298,29969,22917,17540,11332,25248,11137,518,10144,21329,31274,37180,13783,31652,16146,27242,23233,32929,5084,4504,38133,36237,10312,6274,183,37369,40957,26169,16733,24258,22910,40720,24024,24188,21710,15225,31271,17726,35051
23195,25648,4852,7584,17977,18209,7466,40253,12151,30024,41482,14708,18972,15025,5137,30350,37403,12900,37614,28905,10311,619,7786,23291,4685,9700,30560,1279,38701,23359,6016,33990,18448,707,30254,10388,38448,26531,38387,13362,13396,28370,41438,13202,32855,14281,26877,41378,14961,32150
8039,40804,9758,1452,3210,29345,40622,21457,24905,34104,7075,9473,10300,25363,40700,39187,27402,33115,12452,16854,643,21242,2456,15767,34423,38743,25906,36770,6273,25614,37535,33336,31404,24321,38616,39101,27863,13201,16852,32900,18596,32516,34898,18262,14378,28490,28564,40643,21930,40417
41714,25696,8039,7995,9758,19896,29817,26691,40804,35433,19994,40622,19712,9454,34104,21457,9335,30320,30734,9379,20243,3599,7075,41048,36481,13201,3387,724,31011,18146,19664,41578,37636,21204,27903,32516,30824,27555,9218,89,31980,6249,36770,9473,16562,5849,34788,37426,23584,10685
13559,40552,5521,27937,38344,40091,12739,3387,17421,24612,27893,37299,19053,30665,37658,40541,17357,1369,20558,8788,34558,33491,29952,29126,31164,15002,31140,20671,15003,30978,30793,21288,30652,29254,9177,15347,8529,1403,8570,40129,30110,8924,30084,15508,8816,8744,21010,8840,31693,7715
35252,29381,29383,41748,18435,740,9160,23829,33300,19896,13503,37273,24933,18110,30222,39725,30216,41745,21226,28226,30201,38955,1939,30189,12630,11410,40962,11506,15413,3973,3951,4689,24969,13904,30283,700,14210,35330,34081,40418,40661,12599,14209,12604,40421,24956,34078,21260,8296,1274
10345,22993,23252,818,5870,6596,12350,23085,3048,40421,2037,33543,4224,7726,34835,36397,38776,19004,180,3503,39210,3267,7559,4504,27559,27919,8869,18507,9144,8243,27578,30257,16032,2625,22971,860,31728,16363,12105,5067,1567,18025,3630,21570,38802,16866,20043,19712,25869,34828
10494,6333,3469,11419,41550,39734,39270,7533,28378,36046,16884,37666,30297,39464,11308,27363,20772,27383,1982,20729,11261,11248,27432,27443,27516,11166,11162,20660,27537,20657,41288,10774,20112,27727,11004,11014,16340,11032,27658,20605,16491,11084,27567,41259,11041,20844,16324,8889,26758,26728
41270,32778,12430,13378,28054,40484,67,41334,36424,18167,21349,26235,7242,3777,41180,6247,7236,11811,622,23176,6787,33449,14828,4091,6645,33766,24991,32432,5368,21801,40219,22352,2167,40987,23435,4226,16476,18731,25986,15270,13410,35447,3829,33222,20993,34160,20675,26904,24239,10824
11540,4695,4692,28670,37412,28676,4685,4684,33120,24908,9159,9160,9161,9162,4676,17306,9163,37426,4671,9164,17288,9165,24926,37403,4730,24943,4728,37381,33144,37383,4724,13587,33135,17273,24933,13585,17277,9144,9145,13583,37400,17284,4703,28656,33145,37431,4666,13562,37477,4632
39528,3904,13720,30327,1772,26768,9629,1803,36451,9758,22747,2841,13313,25248,25216,10156,20328,25174,16519,23325,41670,30673,5820,26948,10056,23682,38162,6611,8028,35786,18405,38847,628,21710,40598,14359,35706,41714,8302,39613,7277,8349,38498,8509,40622,14083,30826,31210,25642,9139
4836,37357,16143,26444,26646,2508,4084,26069,8748,5433,20850,321,13807,30901,17241,28612,40782,41561,7706,16278,8328,4174,9262,32391,5871,37867,34939,37880,32637,16504,23062,38945,6468,23409,21193,32100,18589,18072,40939,339,16728,24885,29332,31004,39392,1724,35612,1701,23083,24920
0,21058,21060,21069,21071,21072,21077,21082,21084,21089,21091,21095,21097,21098,21099,21104,21107,21113,21116,21123,21131,21138,21141,21142,21144,21149,21056,21153,21055,21049,20945,41998,20955,20957,20968,20972,20973,20974,20979,20980,20981,20982,20985,20986,20998,21000,21003,21009,21012,21023
34547,20336,15681,38655,18096,2091,25381,26477,35810,33643,11259,32817,23034,29339,25155,18158,22028,37863,17625,19333,32336,18948,14203,40324,39589,15094,8997,36754,26408,35593,15479,15474,30303,7969,28711,11973,29877,15805,41134,2556,34065,40998,16372,11387,25858,41644,16497,19171,38391,36960
11313,10935,8623,10467,17456,30675,40743,31805,19850,9454,10454,7087,13092,22257,8576,18463,2764,19773,22289,18460,14463,37410,27796,6243,29985,12347,12351,938,15171,34616,25397,32898,36269,31725,22034,27460,40362,6361,1477,34341,24121,40165,21500,15113,14509,24769,31461,29072,40751,9031
23115,512,19712,19896,20527,402,8276,2269,12518,15277,38052,41089,28118,20630,34764,3210,35090,40897,6428,31995,28580,19581,16421,30649,29631,7643,22473,3599,724,22812,24905,14219,17083,19993,6266,8039,0,28004,31815,1348,24230,30824,31698,30734,39246,22888,13881,14290,40354,9473
26996,24765,3064,9602,41251,24612,39564,7096,19473,20477,41907,1929,33491,29340,21782,18179,13890,14256,9387,31652,39895,11091,7481,29342,40108,1448,30599,40329,11390,4268,18215,16430,19492,41714,35212,8909,17821,25642,13298,28752,31650,8824,2431,2666,11939,19754,37369,37943,40957,26570
18325,39554,19173,12320,21415,29200,40899,1382,29217,10374,10353,35285,14098,25047,40966,29167,12370,33959,10450,38150,36815,20485,10675,14243,7837,39603,1347,16026,33180,40780,18461,34837,12282,40819,22174,14168,40842,1368,7772,4420,38221,1001,16423,13935,10006,2354,38344,41206,34736,13936
29355,27052,30599,21217,6640,21110,8834,8928,1714,38903,20618,23639,37774,33879,20044,24464,40575,40418,26226,24510,33097,15311,14468,25182,24624,39821,11092,27714,6118,34310,6015,27795,13843,13645,5855,31721,13448,5693,13354,31270,13091,41627,3994,23942,21414,3214,19794,19948,20114,20190
2823,41634,2049,29336,18750,8516,28050,11971,30973,15849,11483,41673,17756,26075,630,11782,21803,35923,38703,16532,25595,33870,26756,23189,31705,13586,787,6847,37932,14167,37278,13605,12227,34613,5948,9331,37935,39452,36552,18879,6830,18452,4367,27189,3160,27871,27200,11540,3186,8602
20933,32854,9550,9543,9540,32874,9530,32875,32878,32852,9525,9516,32894,32916,32919,32923,9489,9486,32927,9519,9562,9565,9567,9694,9673,9671,9668,32759,32765,9636,9623,32801,32804,32818,32822,9595,32834,32840,9578,32844,32845,9568,32933,9476,32935,32941,33072,9322,9319,9317
33885,40431,2653,23980,31870,2640,2631,2620,2616,16976,10156,10158,16967,31892,10190,24039,16929,2574,10204,24050,2658,23974,2661,27824,31804,40386,36139,31813,40392,23901,36127,27861,17087,2560,31829,23941,17065,17062,10065,10069,2679,17045,27836,23959,10056,2555,24064,16879,24252,16612
2004,9623,7826,26892,13945,35005,38265,2157,1153,8665,3542,20850,17976,20838,34467,19592,5871,7883,37535,37070,6273,445,34944,7875,2710,12279,36713,25614,12285,12289,14088,41221,33115,21668,6971,39415,34423,5414,25037,17241,19512,14017,20901,29540,25632,41269,25638,8376,31256,3651
36492,39575,3520,1380,41076,8455,39896,22906,13603,12713,4312,6346,1364,24138,9870,1357,30682,18301,8442,21397,18309,14945,1386,12731,3525,8467,9802,21364,22897,20498,29107,30707,40366,32032,28402,27433,1346,20994,41075,14912,4295,19963,4297,16882,13597,26382,24112,24114,24101,40363
21170,35775,19101,16829,13956,3754,34454,17307,15319,22352,1707,11688,15726,12373,25139,17111,13390,15270,31236,16154,13234,20601,24122,33156,27531,27172,17800,36427,38524,5656,29911,34031,36561,6514,5823,38326,26231,37804,28327,7514,2906,22149,9929,37967,10403,35442,19465,32221,7210,10115
2855,5126,8971,28154,8958,28144,39775,18059,36376,28046,36398,36403,28014,28001,8912,8904,18271,882,2078,18338,39674,18365,36497,27782,28190,28205,5110,28228,28569,4980,28551,9154,5002,9126,17659,17682,5025,28450,17752,27737,5028,5043,17783,17799,28272,28257,17893,9027,39881,36307
16332,22929,34369,37030,39135,2380,7515,11938,10688,16379,5567,16397,28447,2179,4644,19955,7512,33340,33343,25500,40584,35403,4253,36862,20268,39074,17098,29369,14685,18462,39665,14969,21648,40277,26179,23829,33560,35382,15233,21716,20148,5287,40456,10509,36630,26194,36612,36162,27844,24347
27480,2189,8340,4127,30381,445,16914,18473,9256,21604,30918,20083,20094,31529,29714,7335,31119,27197,9588,38979,25683,27550,29448,28557,23311,11587,22975,36500,15907,27112,38430,24624,12467,2372,20190,3273,35698,3301,27908,36229,40484,21688,15708,4980,24167,18552,6901,39688,41627,28788
21604,25336,30280,15646,17084,1497,10161,30425,32613,2666,18748,38187,14844,1141,17742,472,9981,15263,34794,4365,3555,39457,22846,18040,35940,14484,15437,4451,27551,35751,33466,34614,22579,34838,30078,34828,13747,29985,17043,34872,3655,37841,37758,29664,37725,11023,29380,16730,3789,37666
14818,6134,15263,17421,3172,32798,7016,33105,5017,9378,40222,38755,32511,8845,15354,26761,2291,21383,3744,32640,21559,8824,8788,26783,32823,3014,39257,32853,6769,32004,6901,16376,6926,20745,16222,28057,32168,16019,35280,7512,27875,35225,40574,35212,27693,15653,27578,15621,3799,27532
35904,22306,37449,13198,25636,18224,13201,22319,9259,37404,6604,28326,15389,1316,15405,22194,15269,9454,34857,11991,31753,18487,5849,4304,3332,11987,25109,37550,25112,25131,20237,39608,34848,25198,15413,18340,11705,20334,15536,40248,20467,26207,17747,7490,6661,30569,26278,5391,21942,7432
14951,16658,28656,9987,41409,41720,20070,34613,22220,34131,32613,18541,547,10020,23898,38187,36397,1631,20234,41338,1759,36350,25944,6586,21755,36491,10085,16054,1946,28173,22196,17372,38083,9757,32268,6115,27101,6140,1711,13142,4964,18756,9874,4928,36304,16089,40469,36338,25864,16160
23760,38616,37213,20099,18754,6273,5552,31011,5541,28819,36481,7015,31744,29540,20581,17978,34857,4644,40817,3078,38251,10838,11500,22705,8776,1880,1939,37865,12362,10874,19316,19439,37484,19515,19278,21009,11950,17570,8552,19488,1116,21204,32545,13320,10002,25198,38151,35856,15773,34848
41319,23882,32140,29021,18401,12814,40689,3273,33150,13354,13038,12139,38566,7795,4644,37935,27254,36472,2042,9162,1132,41180,35751,29063,26163,12989,35981,27500,7987,3617,14142,28280,25203,24612,21097,5246,7461,41578,12949,39210,18040,4875,37278,20477,17901,6781,7737,362,35998,12350
41119,8436,34233,27195,28829,38777,9275,13047,19502,7427,19363,36673,6663,23653,23651,12840,4788,9596,15267,1344,965,38066,33194,36640,33211,33224,41257,34966,2189,24558,1711,9306,11041,27901,16387,23696,12972,10970,41442,29563,35023,37438,22280,2714,25542,40641,32467,19053,22027,27781
2431,9884,1894,19469,28847,18748,13151,4949,4928,25137,9509,22913,10020,34563,11535,12203,34884,11198,12972,13126,13298,12315,25854,26220,26619,28788,28543,8120,8181,27582,9180,19748,9183,27242,27200,33946,10151,10482,24553,27435,24467,14909,13881,17183,17485,20919,1471,37244,20611,16673
27382,5283,35900,33412,19531,13825,29217,13935,38379,22575,34467,27419,32580,15233,4914,24077,11443,41879,12593,34524,36697,37275,5552,26082,13630,33178,33037,37848,37992,25318,20229,32514,20071,5262,34915,29428,35293,7819,22810,27810,39005,26163,38969,15764,38952,31944,26142,10066,31959,26139
9062,8817,35787,40833,38790,13509,27355,15417,16886,7232,18817,7409,14422,8785,465,13340,17742,38870,29066,1894,475,37303,7236,29679,8264,37009,18657,18040,37278,18435,24871,6731,25394,33923,13838,2861,23189,27382,5516,14390,11111,35828,27467,29192,31925,10603,30902,14130,20483,27729
12784,30835,35441,37924,19211,35394,35830,31136,6240,20162,31914,21236,7497,1530,26163,3683,3143,7591,30773,3229,24418,24408,11111,1610,6663,40033,9962,8460,35443,16007,1372,22728,40106,30341,9161,185,18914,37895,38500,34595,11775,17942,6588,6363,32618,34580,14969,2709,33074,24669
28546,38884,33923,32345,22499,40471,15505,13502,18455,35441,36199,36084,29148,19980,40490,35787,36612,27424,9697,34699,39960,31536,12217,21716,1397,38050,38964,20560,6051,8740,41201,22100,32514,24930,19502,5287,4109,12272,20951,20952,24899,13877,22220,22716,11635,40452,33218,29702,36237,936
36864,33161,36166,9162,12722,41004,28857,0,24696,24695,24694,24693,24692,24690,24689,24688,24684,24685,24681,24680,24677,24675,24674,24673,24671,24670,24669,24687,24699,24702,24703,24740,24739,24737,24736,24735,24734,24732,24731,24730,24728,24726,24725,24723,24722,24721,24719,24718,24715,24714
9070,21507,3415,6351,37952,10895,357,1474,5332,28533,33412,15851,2967,10207,9535,35315,13809,27382,11705,6843,3975,14630,19537,2312,30665,18461,19173,41720,28572,8418,13046,674,39674,24444,29489,13366,12259,15060,14013,38523,11455,12246,972,9271,12861,32246,32245,14012,11473,21530
7984,13434,5413,15972,13018,4985,11218,29497,13430,25081,36859,35037,2202,26902,34846,9338,29644,16250,9426,40298,39624,2634,19939,13538,13750,21405,33145,28235,25782,30558,5037,23775,22613,20855,28074,6573,28983,6214,15937,6131,25524,17202,31584,28401,2547,8409,23059,20015,39099,20566
41024,5839,21978,453,40475,17817,3406,36675,24187,9203,16404,36696,21555,36715,27591,24262,27576,17948,21487,13170,40486,40434,34113,40516,27881,817,24001,30214,30220,837,21780,9092,862,21749,30279,4977,17709,27772,21712,3455,11490,24144,5146,1070,40268,5280,27280,1232,15189,39985
29718,37042,31329,35584,19618,3412,39406,24382,26961,444,39354,39347,33323,5963,15437,419,16777,7252,16731,41258,27057,10288,9348,7477,21985,15653,36889,15646,17871,1630,16781,9331,13900,17831,19492,36956,33461,31256,27078,5065,13888,33543,33300,17686,10577,3166,14210,33077,41594,38840
10300,31404,27586,8963,26645,28564,41295,31962,9830,36424,20227,10640,8289,28054,10086,31604,34613,9987,9962,10081,35214,41449,34851,31294,25904,26880,7976,9305,27355,8785,9621,34344,7410,26860,28480,39129,21858,5307,22456,12575,23831,38759,12507,40878,28669,37721,5583,29435,9451,16304
0,19254,19256,19257,19266,19269,19276,19281,19284,19290,19291,19295,19298,19248,19301,19304,19310,19312,19316,19324,19331,19334,19335,19340,19346,19347,19355,19302,19356,19242,19224,19106,19108,19111,19126,19129,19130,19134,19143,19147,19148,19149,19150,19240,19161,19171,19172,19174,19178,19180
40811,7730,9391,31640,32419,18183,14521,4957,13479,10641,26726,18283,18375,7724,34999,34739,6205,27770,20769,21381,39918,38166,33167,34097,21588,35987,32371,9932,32478,30013,8076,36923,20963,617,17360,32429,13114,19393,6835,36409,5681,7246,18590,9091,35441,36830,31612,17104,23632,14623
41998,12955,32878,32886,12939,32913,12936,32915,32916,12925,32862,32917,12915,32921,32937,12887,32963,12878,32970,12863,12862,12917,12965,12968,32850,13067,32770,32791,32792,32804,13039,32808,32818,13024,32826,32830,13014,13013,13006,12999,32839,12991,32841,12983,32842,32847,12857,13069,12847,12833
41998,13863,31729,13857,13855,13846,13844,13842,13839,13837,13836,31747,13834,13832,31748,13820,31757,13813,31764,13802,13794,13793,13784,13782,13778,31788,13866,13870,31701,13875,13984,31583,13981,31590,13978,13966,31605,13958,13956,31608,31629,13949,31793,13948,13933,13931,31646,13925,31660,31669
19437,32886,24779,32895,7904,32897,24765,7901,32906,24759,7897,15021,7888,32924,7883,32927,7881,32935,15033,7875,7874,32938,32940,32947,7868,7866,7911,7865,7912,7915,24820,24819,7954,14973,24806,14979,14983,24800,24795,7942,32860,32861,14993,32866,32867,7933,32872,32874,14995,7928
21060,26850,26851,26857,9636,26861,26864,9631,26866,9628,9625,9624,26870,26872,9647,9619,26878,9612,26884,9610,9609,26885,26888,9603,9602,26893,26903,26913,26914,26873,26849,9649,26841,9726,26742,9723,26755,26759,9714,9712,26768,26773,26775,9705,26780,9703,26782,26784,9695,9694
