0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
16483,10277,23033,22810,1535,1525,22575,12114,39667,39700,22259,12320,22120,12344,22077,22044,39843,21936,12598,12635,21404,1172,40124,11598,1646,23278,23355,10081,10201,25467,35287,38692,10369,25192,24900,10656,1952,21269,24468,24444,39100,11062,39126,23881,11357,39280,23639,1743,23600,39005
2363,21920,17659,15065,26363,11124,105,8610,10599,13100,14966,37209,197,37461,37832,12421,7751,36712,21680,5435,38745,14921,32395,28257,31992,23671,11183,14717,41900,24696,23555,30997,6634,18015,1792,34151,10402,31230,14783,23842,5126,40981,3035,23645,12395,24126,23241,7657,23797,4712
1668,27401,18473,37952,6359,1646,31529,34959,27328,10996,38036,13038,35051,30079,13091,6262,27283,22421,12818,37841,29969,37872,12555,27524,27520,6406,34036,12675,11091,37897,18516,27457,12708,37881,6078,20114,33679,27112,33323,36377,33205,27052,35134,1005,23057,26996,41876,38520,38523,20618
26363,10599,105,8610,11124,37461,197,28257,24696,31992,32395,30997,12421,1792,18015,6634,3035,7751,21920,15065,39477,7757,38537,14966,37832,37209,2363,38417,37474,5435,21680,38745,15373,17659,36712,19305,23064,13100,4694,11993,1326,34802,29202,14921,23645,12395,24126,23842,23241,41900
35209,36117,36122,3865,13288,32027,29693,35149,5564,19952,8925,4191,7311,7419,2817,14163,30214,26368,39166,11137,26330,39194,18036,11072,39088,26146,17147,11363,26089,39059,25828,11657,39597,39605,39626,11750,25432,25425,11824,25305,26132,2119,26879,26709,2725,9941,19937,38272,38284,10015
23475,15594,30346,20778,4026,39747,17145,25884,40741,38657,9425,14418,17132,22081,35541,3413,8636,20402,8684,14773,37046,3677,35672,4432,16135,10108,25493,21218,21397,16692,29803,30001,40434,35162,33437,1214,27229,22639,2880,1159,1446,8063,9585,40076,28350,30227,30258,37882,7408,9963
1153,13945,6188,7452,5134,14380,13285,321,33277,339,16143,19512,25083,8474,8483,35501,28091,17700,26600,34154,6189,28089,2014,9451,26444,5271,16874,40279,21162,37867,34346,40852,39392,7634,19839,9647,40194,18286,1725,38057,11187,20538,18546,20850,37357,37432,26218,29835,27018,39763
3285,7003,3527,3775,15965,11687,1419,12554,1153,7452,13945,6188,1291,1381,350,733,12575,380,5158,22456,11451,36124,39699,40474,35758,7447,15549,28149,14226,22408,18977,19943,33840,13582,18896,6070,24866,763,273,11915,29856,2424,11965,8234,2468,26670,40878,40937,32727,28089
22303,16543,10700,28802,21020,22888,29983,2370,6699,21721,22180,1213,41221,22375,31830,30122,34934,8653,27505,18293,18624,19559,14285,28804,438,17849,29399,22510,13408,15934,41258,14361,27936,18651,7211,18397,36186,16146,28023,13676,21150,37897,32721,36256,20273,25237,14976,22464,16661,31685
35884,10446,18606,17069,41951,35455,3162,5054,13000,21298,8742,2279,11234,41838,30271,32744,28013,38883,16410,41650,4913,39469,26453,6255,40902,11337,21136,1578,8664,24776,21062,21052,35750,15308,39749,40644,12574,16128,38027,3414,6490,30331,27617,24861,24881,32877,26601,36786,16086,3585
39744,8390,41186,16562,37654,14436,1261,31085,4468,13409,21547,41603,38739,35678,24599,19664,8040,1045,33826,16903,16116,14234,12286,12539,12952,18635,25440,14173,31766,514,4851,38902,41261,34264,2348,10469,9828,19001,17223,19408,41717,35943,31562,34789,24922,40580,41803,37662,33144,12888
41159,589,39282,37030,13818,22207,2446,31456,29699,27298,41252,40207,32742,25525,30189,29350,1727,23738,10564,35046,25994,38147,33335,25837,19150,27817,41686,18052,28285,141,31897,14130,40622,7301,1680,10797,26845,37884,4991,16152,41270,34260,34242,29269,35902,15345,35901,40559,34972,15301
13783,23752,18098,1274,35843,25248,25353,5468,22917,36936,14240,24643,24519,39944,25467,22342,37180,41532,39160,31274,15931,6691,32438,33337,40957,31652,31110,9935,27471,40611,29870,9162,29702,4133,29693,40067,40123,6274,16231,4814,1660,12787,12835,38331,38540,15458,9561,32454,34507,19492
33403,33818,11845,36653,38382,24485,20032,15570,12934,6054,29066,36808,28450,20346,12837,8912,13577,37931,35476,34911,145,17247,15407,13248,41811,12892,16796,10637,3158,31011,22151,33933,12746,4113,36056,16208,23170,32670,19562,19697,31868,10945,33154,21610,1002,3607,13523,21046,7550,19505
13298,25642,9884,141,2431,29969,16624,22917,25248,30327,34072,31274,3269,36343,35298,11376,11332,10312,10144,22910,11137,13783,17540,21329,518,37369,27242,24188,3904,21710,1274,36237,4504,37180,16733,17507,26169,16146,40720,31271,5084,28874,183,24024,17726,40957,29381,23233,31570,6274
0,35582,35584,14130,35587,14131,6573,14137,28299,35596,28298,14142,6566,14144,35597,6580,14149,28285,6559,6557,28279,28276,14162,35602,28265,6549,35606,14166,14168,28261,14176,6561,14180,14127,14119,6621,28351,6619,35545,6617,14083,6615,28347,6612,14087,35553,28338,6608,35557,14120
389,30282,34807,29480,27328,38520,8834,16430,16359,32651,31223,23057,11939,12512,28276,25829,39881,8845,38167,40108,5582,13354,35387,3589,6640,21892,18600,12818,32622,31940,28844,29063,29692,40262,2809,6370,23942,18736,14308,27052,41251,1668,40014,15471,16936,26961,20818,10543,12946,40842
22548,17651,39569,21072,15713,23051,21317,40123,24948,27868,13060,26169,31020,1564,37000,33494,2269,24659,9749,28956,35428,9431,6991,32686,34617,621,40721,30222,34183,36064,3705,6083,39007,4025,32919,29766,746,2343,8218,4818,27358,6428,5001,24952,10842,534,39586,6333,2625,998
31359,27094,27919,5601,9679,38131,6071,28410,27866,38464,32309,24114,13442,27097,26072,20807,37979,28776,27982,16889,9813,32092,41371,25167,167,40760,10075,27427,36734,40745,12497,37183,14036,19304,27807,19668,25353,1201,25424,23541,8432,39902,35088,32861,10882,8545,10893,19512,28923,5374
2626,15568,23595,30481,36929,24694,21561,39707,33685,23698,35106,6753,26406,2388,25865,20743,668,5384,28123,2140,24178,29352,9480,33419,28989,28072,12819,5609,31208,4679,215,8882,18254,14252,16958,22606,3351,12942,14882,16943,20690,2522,29028,31728,35130,20032,29913,28900,14468,5660
10757,17163,34274,30216,2720,8334,41038,17797,34022,18064,345,18126,18202,33864,33822,33641,18455,33607,22556,2903,2938,7972,33338,18764,33326,33283,17110,6439,16936,6389,23493,4218,40931,9077,23404,15566,35851,35840,35832,3713,35629,2170,30444,15843,23389,35465,41582,23381,40586,2350
35110,24766,34146,28923,11363,21249,20160,41113,35056,3804,8149,3701,25360,10672,39255,3931,18482,39088,15873,33023,27318,31785,26813,5387,4339,25627,37477,41585,22066,5987,33416,3430,37929,3404,32378,33159,17227,15488,14287,10735,27883,5910,28680,28474,14058,434,41156,36765,5189,5217
14083,36889,16415,21899,10213,3133,15233,28117,9815,12949,29165,27845,1660,31329,17871,24708,28280,41532,241,5639,33101,36918,24784,23245,2042,2446,34072,21423,17236,32140,154,17951,4462,20908,37444,37725,7368,26383,26318,16004,41038,9481,28649,27078,13783,27200,9749,13735,11920,27254
35408,29148,8361,11381,7533,34764,13986,16545,19932,31964,30143,10970,17621,36679,35545,38313,14063,5598,30921,32161,41653,33364,15004,18822,28937,4638,19031,35142,28378,1564,20899,23154,27775,26206,1188,37191,30894,37936,23463,16627,31497,27546,34025,17413,31081,40640,23527,30963,40627,9175
21072,19749,4413,4276,20638,40465,30143,40957,41341,6770,14240,3384,36057,17821,6991,31650,40962,33887,37099,19581,1131,40642,36194,24053,27784,30340,30233,8603,1647,13126,37887,41089,36700,37584,16069,12518,16712,24948,20292,3724,14368,23051,4504,3882,39341,7627,38686,35278,9326,34372
3172,21077,18944,36661,10286,33349,23569,22351,15778,32909,15782,27372,5451,26570,11311,6055,36151,21711,19534,8022,5549,16781,38247,7878,37898,10497,9630,33457,17834,24491,39962,39193,31324,10674,174,28772,16222,12260,8814,16823,39934,41878,41594,15689,33194,35771,14870,31099,5567,728
21710,35193,37644,40542,32210,17899,34719,6026,6022,15423,1434,40710,41341,24024,39651,32899,17068,15414,28033,34679,8049,41322,39648,41354,40694,17071,40687,1455,37921,41382,21515,19896,13682,21512,10121,21494,1452,20328,10104,37911,19905,37884,10083,20324,709,18244,19898,25501,753,39615
3064,19087,38850,7655,38251,14479,22746,34288,20328,22730,17726,12351,31570,33661,12357,36133,17767,38810,6549,38241,13392,7794,38904,22975,39959,22972,39962,7784,13697,17540,28528,14507,22903,13976,22888,31652,7702,14495,12386,5246,3269,3450,29969,33679,12485,14390,28870,28874,28892,12467
8039,2933,2935,6685,13672,37383,10497,6681,37372,37369,31324,25124,31335,37350,37349,6667,6663,20222,20227,20229,13675,31302,25149,31297,2877,6729,25189,31252,20099,13720,31256,25177,31271,37323,6714,31273,31274,20129,13703,2903,25160,20148,37412,25152,37448,31353,6655,13636,6618,6617
8473,29964,16589,10176,1709,6738,17329,11992,35754,33864,18274,29129,7259,34824,33679,16197,26645,2726,11789,6946,12861,2533,41017,10982,41295,34944,11981,28426,7588,114,9610,12706,33687,14828,28618,27609,30738,19152,21226,24602,13894,38022,38542,19132,23766,41177,26521,5648,29204,30397
25922,20974,2736,38964,40624,24428,16573,41812,35387,26629,38904,41286,30539,16962,27283,34823,33326,1005,28007,34103,7591,36174,2874,26279,30091,22602,5026,19211,9969,9965,30110,24999,3705,34083,37472,34078,40551,21921,21936,27738,37487,11571,19276,14451,21998,11561,27780,32884,5796,32888
40284,33661,19967,8596,35120,24393,22610,22143,14702,12305,29464,1726,2877,17831,29146,28517,32591,21710,15320,40045,28774,81,6324,22893,5439,37950,10866,30072,20716,32871,23783,19028,4662,25994,19126,8030,32056,19489,16010,37883,3266,6391,2185,20797,25495,1054,17683,5736,10931,20387
40957,7744,29631,27578,35193,25696,40897,38133,26884,3882,6697,23787,20242,39246,25636,23115,35090,9641,8538,37584,39528,19993,6115,7643,9334,8276,27669,16265,11987,30826,16421,19581,20630,6729,724,8064,16701,9644,10114,19896,3210,3599,9218,30963,24608,8039,29670,24956,31980,5247
36510,28695,2192,27232,8809,38118,34201,15325,16898,16693,9369,7880,2476,11907,2439,11904,20059,36100,11867,11813,36130,20160,36493,20248,11498,29457,11530,12003,11595,20260,11700,29419,20197,12152,9992,35958,30110,19674,35426,35436,13065,12981,19678,35628,35632,12976,35652,12882,35727,12841
38703,3425,18962,37576,14514,29706,24248,15371,26986,17874,38590,18722,11409,8373,33911,12840,18551,41711,30104,3719,3814,21931,8807,3712,3896,41594,14481,29689,29182,29299,38985,5308,9161,21609,38871,5328,24957,21676,16145,11966,24900,21693,21752,12117,8895,17943,41064,16204,19087,21884
38036,25467,41714,17107,23177,26884,41089,40720,24024,23805,40205,31815,3630,10077,7567,23425,37179,29631,9884,36343,7682,34699,1680,7908,8039,4405,40804,29381,12357,32929,16733,39160,5065,30327,40957,25696,27189,31650,33300,21123,39586,15871,26746,33450,39895,13151,20463,38133,36374,16701
35399,13364,3026,36185,40365,30145,16274,19688,28278,4359,16578,38050,20485,9815,10895,26019,7274,36498,10719,17785,37893,40407,26055,40399,27235,23897,7149,2824,17225,17930,26075,11000,7125,40378,13538,38006,17060,31852,13154,13150,38012,23279,13325,7369,17647,7415,23775,17284,27309,2530
33352,32454,11807,31274,15181,6968,6250,27103,19878,22676,5116,19066,16610,29358,1274,21724,6198,3406,4405,16244,37540,13645,13783,32030,862,972,33337,18890,8990,35284,29672,5607,9561,20311,494,20328,22917,11332,36155,3904,879,39944,15203,18098,29971,6960,6225,7149,4394,30726
26702,2671,23285,9205,25419,31325,24532,10170,4116,7805,8450,29550,27694,37240,11874,10060,28717,18823,38008,11412,27189,40347,23050,35814,40475,13497,34511,32919,9543,5129,20217,33764,13126,16201,32058,5324,19689,28644,1737,32042,19557,34684,10572,13568,4770,22629,26929,27376,31810,8329
29116,1709,5378,13151,29763,29817,1680,1714,13091,13074,29870,13038,1668,29969,5439,40465,5446,29631,1727,13398,13397,13396,29342,13378,29350,29614,29357,13359,29421,13354,29489,13298,5354,29381,1796,30071,12861,30458,12436,5552,40542,30545,30599,12467,12386,12357,30660,5582,40550,30776
41334,17540,25979,2622,7403,35713,2990,41157,67,22903,7363,1581,10289,5243,2964,38644,1813,14760,39969,35270,25060,34503,30797,13378,14459,5639,25758,7275,33449,24924,24640,1304,38394,20774,22860,1307,37369,5567,9162,31821,39988,33009,10474,5080,27493,16019,436,25888,41629,3367
15770,9869,40619,33484,33434,32933,39936,25254,8184,23013,3878,29316,26229,978,24309,26047,21520,24794,29581,19917,1870,14158,12487,18261,35743,11776,28287,8712,28407,17908,34158,2398,27059,8470,28034,16247,37894,11901,6609,32435,36113,30616,41300,35247,612,19506,4317,4360,28903,19908
25224,6320,26398,26425,34219,40811,37195,34178,12002,37232,2308,19835,26681,26724,26726,7730,4343,19815,4334,34097,7775,34070,26152,8686,1511,25541,6147,4632,36923,25648,14981,40685,36991,6205,8634,39417,34442,34441,15107,2239,12261,8680,37081,12151,34574,7724,37288,266,27732,27770
7353,20151,24335,36374,39779,35901,31938,21657,3148,23412,20630,23037,20732,27500,19712,9086,37625,23051,38988,40804,11886,34860,17772,39797,12876,2431,21317,37380,36179,7161,6274,20367,1717,24230,9235,8276,16083,36620,30649,21457,9571,41089,21459,16402,3641,3295,4413,22027,28614,7744
32625,17110,13957,41002,18045,19492,16708,41109,3984,2967,6867,21591,37157,27559,30979,17835,36730,30020,3548,21539,9543,3547,2464,2453,26008,41691,31273,33903,39306,2350,6452,34571,12190,13005,3065,5082,18939,23383,28265,26074,41714,30149,34553,7987,7481,11428,35596,25920,1005,29145
21122,8456,24153,8422,24223,8369,24269,24287,24292,24308,24312,24379,8305,38786,24560,24571,38733,24583,24706,24718,24727,24759,24008,1472,23919,23856,39165,23285,8839,23332,23362,23371,23467,23487,23503,23518,8727,1288,23581,23605,8703,39014,38995,23734,23764,23781,8584,8526,8854,8138
29969,15203,2336,35284,6714,22917,37180,9832,33664,41532,25994,1274,31570,13838,13451,20626,38241,34133,9651,30045,3921,9188,13783,3904,21419,12835,23502,23752,27419,24078,24188,1726,24519,38718,24947,25349,10982,26403,11137,16199,30726,6058,23585,11332,21329,33582,5900,33337,8528,17444
39259,33352,6426,12053,6351,12261,12503,6250,567,25287,32429,972,25140,13304,33551,21313,13745,5796,32167,14193,2436,3940,18627,29223,14469,14578,14623,18613,11807,11699,39069,6626,22189,22164,8492,38201,8554,8634,22247,3406,32943,27155,9323,33010,30078,14831,7710,20771,37540,1019
24100,6898,39352,15907,37723,24881,31178,14639,10997,41762,40644,32082,2705,32091,36729,10981,38883,4586,16962,15985,7389,15975,14148,11787,11024,15308,24861,4572,12533,11779,2708,40441,34206,12574,30918,22857,38266,20919,24037,8862,36342,17069,13031,35115,31718,29985,4676,7496,30933,7940
0,20929,20927,20925,20923,20919,20917,20910,20908,20905,20901,20899,20895,20890,20889,20885,20930,20882,20931,20939,20985,20982,20981,20980,20974,20972,20971,41998,20957,20952,20947,20945,20943,20942,20941,20937,20986,20873,20865,20792,20789,20785,20784,20783,20782,20776,20774,20773,20770,20766
3379,21716,21710,21698,3750,21693,21677,21676,21665,21611,21609,21571,21570,21568,3770,21539,21529,3777,3778,21500,21477,21476,21432,21423,21420,21419,21417,21414,21719,21721,21723,3739,21985,21974,21965,21957,21947,21946,21942,21936,21930,21929,21926,21899,3705,21382,3708,21866,3712,3713
33767,17322,17332,19233,34511,2465,2747,5129,14148,8450,37164,28188,22309,16558,16358,626,22300,19927,4116,22169,3236,23697,26257,6017,25756,19334,7646,31325,37513,11412,8892,23582,35260,5479,24532,7805,34630,36089,29042,5,19557,12159,11874,29013,26571,6790,22957,32440,10572,29446
17826,3644,10669,34093,29924,18054,3238,20896,5806,34112,3233,18076,18089,34140,14196,37987,34163,37956,20772,10814,18143,29839,6553,37902,29821,26899,1654,20729,18140,26931,34082,18049,14338,26585,3279,21005,778,10489,3274,10505,38300,14298,10515,34001,10534,10546,10548,5788,1693,17995
29107,8092,22248,39727,22218,13655,19877,5997,21773,18268,19495,8015,12483,20053,1657,39385,41044,36903,8175,32587,8802,40614,3337,32636,37533,32388,37018,10813,11447,19094,41758,40108,40649,24720,3849,30346,31028,34525,38903,13082,32667,4880,34418,20178,34376,27153,5509,16055,2781,16059
17977,37403,18209,707,26877,30024,28905,18972,17106,19494,38387,34521,41990,7466,5446,37318,16761,12151,21593,38957,20179,22315,34361,2565,33417,37235,28299,26859,25416,6659,40008,15457,38911,39978,342,11226,23392,9117,20240,1567,17247,23413,37125,3425,20852,30787,12746,7604,17204,11239
0,28781,28780,28777,12320,12321,12323,28771,12325,28769,28761,12332,28755,28752,28751,28748,12337,12340,12342,12344,12346,28740,28738,28734,12351,12353,28785,28728,12309,28795,12261,12263,28837,12267,28832,12271,12272,12274,28827,28826,12278,28824,28822,28819,12282,28817,28813,28809,12289,28806
15537,20445,23869,6284,13957,37725,6294,11173,2199,40518,11168,29299,13969,20463,27666,27677,15753,11139,6335,11137,20477,22353,16213,25289,23882,6357,2170,2169,34215,11116,40543,20468,6362,2219,40507,2297,13904,32227,28430,37812,40471,2284,11268,23843,40474,15764,37801,6173,17497,6274
41999,27178,27139,27136,27076,3718,27055,26990,26979,26967,3748,26935,3756,26926,26914,26885,26861,3772,27230,3680,27265,27279,27586,27570,27566,27565,27545,27526,27521,27494,26857,3614,27447,3626,27441,27434,27411,27404,27345,3661,27482,26836,3795,26775,26232,26230,26211,26190,26148,26125
41089,20575,22153,14290,13126,8723,36500,23585,10494,595,32438,32439,34313,11443,40108,23233,27303,40123,24519,15995,39300,3177,20644,34338,13038,3142,30340,39280,7293,14369,9561,16021,22544,41663,28276,37884,20505,23752,11332,41627,22493,35771,24053,16199,35298,22496,41194,7088,20536,36936
13899,27520,29866,30248,21329,13852,4224,4164,7475,38778,31737,20445,4760,16146,25696,36970,28351,40205,3411,8002,20626,36887,16070,12861,20029,2336,21564,34958,10770,38870,18565,21938,34670,5360,5326,21688,34835,2303,5065,21710,2454,18134,34462,21349,10577,28788,9773,33450,33504,39559
23190,21015,34431,4910,1906,21075,6393,21139,40731,1899,26763,13570,13565,32121,917,21168,34410,40715,21202,21216,40705,3238,34401,21263,34389,21281,39225,21300,21005,39224,13811,26964,842,37739,26942,13771,851,39185,40800,26931,13767,4849,2839,20870,13752,9848,2845,13726,13722,34463
32086,31234,3630,16995,31224,8420,17009,8415,31195,17026,17031,31183,31235,31182,17044,31133,17058,17067,17088,31075,31068,31062,31052,3684,31043,31165,16993,16989,31274,31437,16889,8459,16901,16912,31389,31372,3588,31367,31359,8447,8446,31342,16944,16951,16952,3604,31306,3607,31298,31297
37266,12319,33921,41727,4305,34664,34886,16593,32415,11441,19575,15751,22779,38733,10060,8738,20356,24011,17965,41083,7039,2199,7153,21246,31195,27504,30811,38789,33665,11594,4770,24599,37920,33726,19221,34827,33764,38039,29693,24220,23026,24943,18379,14234,19408,35942,6225,9450,11546,15369
3387,40513,18902,41603,38039,34558,3914,27105,8390,35013,31195,31244,994,39744,41723,16837,20531,17592,35,6158,37650,29813,24017,2824,14580,14650,29238,27309,29174,29117,8602,249,14249,20920,41530,17984,25258,31583,25353,4341,35277,6961,31488,13409,35113,26410,11503,36443,6408,11546
9153,36738,27507,27504,33726,15751,37266,25709,22779,2199,11441,30666,16593,8738,31826,4305,21231,10951,15148,15984,1425,35113,35279,23321,25956,12319,33921,15369,28964,30811,38789,11546,22111,35,31195,8602,14099,41727,2824,33063,26279,24724,27349,39500,11809,37753,12464,12489,5233,7153
26421,22954,954,6878,40015,27486,30685,7074,31253,38982,9891,26730,3667,38112,38130,1366,21042,26697,20959,24592,2866,36021,33573,35688,8995,34581,24759,32967,24721,4486,7137,17352,29957,32924,16855,23361,16119,32592,35779,32317,355,38200,26385,5832,26575,6845,32668,19213,41318,2489
21547,7153,20159,24922,38733,3259,23934,8040,12888,29030,14307,9486,30811,6960,31826,39931,19575,2199,8738,5233,12319,26279,35678,12286,32809,39500,40750,21775,41186,18379,40527,9428,37920,40741,22144,40406,24724,1261,15984,24284,30443,38186,29693,9264,4341,5764,7018,19221,4468,24599
11594,31085,41603,15063,38039,39744,9262,37932,32391,5303,19575,11268,23512,11546,32809,16143,34827,6058,2508,38877,35279,19979,4836,2598,33063,41561,34727,37920,1998,994,24947,40606,40513,23502,26444,32415,26646,27409,14380,8796,8390,18620,31306,26748,4084,40782,37357,6408,13807,10878
37747,24832,24631,16375,4887,8962,5167,3549,28736,2638,1387,3948,37638,27091,17614,25138,4704,29388,25245,21114,15091,40508,10331,14383,41644,36730,15500,19005,8905,18026,27576,34962,38927,8907,40265,40095,16971,27895,37201,32415,16767,8423,27053,41664,32977,39296,5082,24015,25707,41083
10692,26742,34547,10508,37036,18496,17357,34840,9462,40549,21975,36187,37921,16942,35062,12258,16882,25436,18864,29721,35875,38036,21001,22822,16470,36222,9387,2137,460,10528,29198,31741,41689,39969,13055,36720,36719,11537,37662,13568,26685,2080,18441,18445,3935,5705,9536,37204,2093,5715
1175,26722,13447,10516,18322,6193,4614,41651,33472,806,17979,2273,30001,35150,10331,6066,8629,36722,17576,12052,24631,3876,31341,30382,22553,17948,11724,39968,12333,16949,7672,9203,34377,15446,6810,3174,16803,19120,12509,14182,35625,17040,32542,25729,11229,17439,39914,14671,11085,12368
20433,20189,19579,25274,27021,817,20111,34464,14561,24760,22202,28981,27989,2483,32485,32308,1288,31249,21079,25548,3850,41626,14641,9043,21128,40898,31482,10999,20014,12340,14756,30147,6364,33432,24153,39517,9890,13979,11682,26105,37423,37302,21230,1391,4439,12055,12466,1175,2546,9921
37229,37798,22251,34020,29858,28000,3893,19203,27910,13037,29790,4481,17658,5890,39316,12096,33723,26581,3335,15617,23509,9826,17994,6101,33857,33768,33772,20805,33909,39891,6102,22761,14890,20432,1061,8131,39641,25991,25977,34416,39541,9714,34562,30742,19976,30710,14780,15069,33611,27960
40847,10778,31073,17975,28245,18249,14366,31518,14109,9594,10189,13979,34177,19924,30085,22054,838,22396,34855,21079,26697,9520,439,4292,25184,32216,2624,24993,40408,11973,12072,24583,12153,12290,10704,12913,39598,26810,5868,13088,19306,18891,6646,35844,16005,37793,6364,18900,8873,18636
38733,27715,23285,32415,17851,10208,40975,30506,6705,38039,16562,18635,20356,24015,11290,25440,24220,34827,10060,4477,34039,32225,35013,28583,15781,33785,9828,24011,35279,9205,23026,761,40095,34886,8040,38630,9408,26279,39744,37654,32809,37920,11546,27409,15751,19575,37932,33764,41083,29693
40847,30191,8245,24454,16330,34770,19947,32420,19889,18777,32485,10217,35622,7176,8514,35897,11543,12138,17188,39668,34270,29626,38345,23447,39062,23450,34055,19456,16028,17379,17947,12176,39196,650,4947,29499,12450,5638,13317,20294,17716,18188,26849,18524,35921,26866,23006,26667,7130,9845
25992,36884,35369,40704,13684,988,8148,26387,35523,16072,17607,20464,38834,10206,28590,22760,39131,40413,22824,27040,38407,32723,28144,3188,21101,41783,30113,23658,2312,5774,28046,34134,40484,27908,21711,2321,27984,20971,34275,4189,34745,12892,555,34628,38301,5698,21875,34243,12952,40281
40126,38315,17748,3411,7540,18194,41462,3914,7250,2979,691,24572,16244,4583,4346,12354,9352,24220,16076,1409,19651,18600,3328,30666,29672,25258,18850,8577,19440,19412,25381,11421,36866,41723,37289,16431,34827,3556,39585,40514,23026,40508,16912,12896,38609,31940,41530,23732,13680,22072
19411,7247,11696,23361,38479,3203,38937,32592,11872,10900,25553,7519,36159,5591,21546,28103,21818,8791,4903,34678,28040,6629,10074,3927,20995,12095,40042,41166,32614,35967,30995,12895,26095,17863,14908,10807,19704,5825,24259,8823,6676,1671,23163,32546,41365,6461,1666,14881,34737,17933
40729,40743,2768,10791,19357,40647,5446,28057,4325,25911,40106,7591,14130,25467,608,27529,28649,34471,40205,37938,29139,26593,10,24406,37789,183,13783,21195,35330,5820,34982,20985,24382,3685,7750,39779,5579,26163,27090,24189,23209,23463,7958,9979,22910,31890,31297,4628,10467,5341
40729,2768,40743,25911,40647,4325,28057,9275,10791,19357,5446,13783,26593,34471,28649,183,27529,14130,40106,7591,40205,608,25467,24406,29139,37938,10,37789,10957,41151,31890,38175,19773,3143,26163,14087,38151,39205,14969,20985,33715,8356,8373,29383,12583,18244,40541,5579,4628,24189
40729,2768,40743,40647,5446,10791,25911,9275,4325,19357,28057,29139,34471,7591,25467,24406,14130,13783,27529,10957,37938,28649,26593,10,183,608,37789,40106,40205,34982,7958,38801,24189,8356,8373,38151,31890,8576,38175,14087,39205,7750,40541,12583,40253,14738,6901,29383,22910,3143
40729,2768,40743,40647,10791,25911,4325,5446,19357,28057,9275,37789,34471,29139,10957,608,27529,37938,25467,183,28649,40106,13783,7591,24406,26593,14130,10,40205,38801,33715,12583,39779,23291,24905,40253,14087,31297,23209,41151,3685,29383,5820,5934,35343,8373,8723,16281,40541,35330
40729,40743,2768,10791,40647,28057,9275,5446,4325,25911,19357,28649,26593,14130,25467,37938,24406,37789,7591,40205,29139,40106,13783,34471,183,11492,27529,608,10957,10,15135,14969,14738,8373,37115,24189,41004,8356,24382,9979,14087,19773,21195,40253,4628,20985,41151,31890,5820,18244
37133,8585,30717,23845,16134,18589,17179,31878,17088,34861,17248,24124,17377,11034,31978,11148,23986,28310,8504,37478,23908,32027,17626,2627,10838,8556,17755,30014,32100,2578,17071,24279,30131,15988,38652,6129,689,11606,16040,41715,31576,8226,11507,8265,24272,16466,16846,2374,11291,24369
21789,15607,7219,24840,30930,10905,19199,25802,8423,14365,5272,23773,37330,38809,15274,36405,31983,15332,24506,19865,35156,19859,16114,25242,28644,3944,22248,4979,12926,26010,23822,4478,37840,25840,39197,9821,20319,16944,7435,25764,33729,27165,4584,33501,5729,31259,20046,28211,31875,8925
29021,19492,7481,39160,38234,27189,16231,23805,14240,25349,21072,14256,40957,3668,15871,39895,7655,14290,11571,4405,33491,29631,4276,37736,7567,20463,23035,37845,17821,31652,41877,36700,11834,11511,13074,14210,36374,25696,10077,389,38097,26884,13720,20477,36237,24612,31650,18244,8219,25467
29421,17521,32558,1510,38462,1506,27937,17506,41183,21159,21167,6581,41187,32571,24140,25793,17455,38491,27918,6556,36232,17433,10735,1515,24153,17538,3213,17641,32481,21100,28860,28867,3222,1551,3224,10672,3263,10675,10679,27953,10680,10682,6660,40304,41156,32511,21115,17564,10677,17663
761,2502,23287,20256,37482,38791,1812,30747,18455,7250,14312,28060,31648,11428,32581,20505,31133,40230,691,33063,26008,248,16912,4904,11338,6158,14492,11270,10000,35113,31419,1851,33118,26663,40239,30136,18643,12299,29035,31398,34384,26679,33810,15245,13836,10580,6541,20926,33742,1736
26884,31510,7398,13503,39559,4474,21817,18476,357,15218,31378,10135,37579,39667,31324,3973,34902,37523,31219,21752,10330,18453,6284,3712,10336,6357,21866,1079,34659,31824,20000,23598,4504,31797,21965,18599,4499,31650,21946,18565,39393,18551,39406,21929,39416,14195,39449,13527,18509,7350
33150,3269,5124,12835,1660,34072,31836,9162,7684,31274,40720,11376,14495,24258,15203,4504,38607,3282,7795,35843,11757,6714,29969,13838,24708,34507,20328,22917,27914,20773,41282,40471,38542,31650,32438,5394,11920,9188,34972,29342,13720,6829,33582,36237,24643,12789,30327,16152,34315,29148
18167,27809,13541,21234,37535,18509,18507,30114,12706,2456,30130,18485,12712,37579,9452,18462,30104,37658,18452,9413,9423,24519,18398,30045,37671,18453,37666,18431,18435,37622,30071,6439,2446,2431,18455,24428,6391,12593,30283,12604,37349,2584,9515,30257,37369,24352,37372,30248,24368,12635
15816,24530,10374,10375,4042,24528,4040,10380,10381,35285,10383,24522,35290,10388,10391,24507,10367,24542,35254,10362,35208,24609,24601,4076,10329,10335,35226,24504,24575,24563,24559,10353,24544,24543,10361,4054,4067,24617,35298,35303,35362,3988,24429,24428,10446,10450,24422,35370,24412,3978
